STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
794,MDG,CTCP Miền Đông,Nguyên vật liệu,HOSE,10889031
795,MEC,CTCP Cơ khí - Lắp máy Sông Đà,Tư liệu sản xuất,UPCoM,8353620
796,MED,CTCP Dược Trung ương Mediplantex,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,12410000
797,MEF,CTCP MEINFA,Hàng tiêu dùng và trang trí,UPCoM,4135097
798,MEL,CTCP Thép Mê Lin,Nguyên vật liệu,HNX,15000000
799,MES,CTCP Cơ điện Công trình,Tư liệu sản xuất,UPCoM,18600000
800,MFS,CTCP Dịch vụ Kỹ thuật Mobifone,Dịch vụ viễn thông,UPCoM,7062979
801,MGC,CTCP Địa chất mỏ - TKV,Năng lượng,UPCoM,10800000
802,MGG,Tổng Công ty Đức Giang - CTCP,Hàng tiêu dùng và trang trí,UPCoM,8999622
803,MGR,CTCP Tập đoàn MGROUP,Phát triển và quản lý bất động sản,UPCoM,20000000
804,MH3,CTCP Khu Công nghiệp Cao su Bình Long,Phát triển và quản lý bất động sản,UPCoM,24000000
805,MHC,CTCP MHC,Vận tải,HOSE,43476318
806,MHL,CTCP Minh Hữu Liên,Nguyên vật liệu,UPCoM,5430923
807,MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu,HNX,5544946
808,MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Tư liệu sản xuất,UPCoM,141991500
809,MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Bảo hiểm,HOSE,198573375
810,MIM,CTCP Khoáng sản và Cơ khí,Nguyên vật liệu,UPCoM,3409860
811,MKP,CTCP Hoá - Dược phẩm Mekophar,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,25545867
812,MKV,CTCP Dược thú Y Cai Lậy,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,5000038
813,MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,Dịch vụ tiện ích,UPCoM,4171175
814,MLS,CTCP Chăn nuôi - Mitraco,"Thực phẩm, đồ uống và thuốc lá",UPCoM,4000000
815,MML,CTCP Masan MeatLife,"Thực phẩm, đồ uống và thuốc lá",UPCoM,329052593
816,MNB,Tổng Công ty May Nhà Bè - CTCP,Hàng tiêu dùng và trang trí,UPCoM,20000000
817,MND,CTCP Môi trường Nam Định,Dịch vụ tiện ích,UPCoM,2194475
818,MPC,CTCP Tập đoàn Thủy sản Minh Phú,"Thực phẩm, đồ uống và thuốc lá",UPCoM,400938300
819,MPT,CTCP Tập đoàn MPT,Hàng tiêu dùng và trang trí,UPCoM,17107164
820,MPY,CTCP Môi trường Đô thị Phú Yên,Dịch vụ tiện ích,UPCoM,6143000
821,MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Dịch vụ tiện ích,UPCoM,3675675
822,MQN,CTCP Môi trường đô thị Quảng Ngãi,Dịch vụ tiện ích,UPCoM,7018925
823,MRF,CTCP Merufa,Xe và linh kiện,UPCoM,6796172
824,MSB,Ngân hàng TMCP Hàng hải Việt Nam,Tổ chức tín dụng,HOSE,2600000000
825,MSH,CTCP May Sông Hồng,Hàng tiêu dùng và trang trí,HOSE,75014100
826,MSN,CTCP Tập đoàn Masan,"Thực phẩm, đồ uống và thuốc lá",HOSE,1438351617
827,MSR,CTCP Masan High-Tech Materials,Nguyên vật liệu,UPCoM,1099155420
828,MST,CTCP Đầu tư MST,Tư liệu sản xuất,HNX,76004301
829,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Nguyên vật liệu,UPCoM,110113591
830,MTB,CTCP Môi trường và Công trình Đô thị Tỉnh Thái Bình,Dịch vụ chuyên biệt và thương mại,UPCoM,6278259
831,MTC,CTCP Dịch vụ Du lịch Mỹ Trà,Dịch vụ tiêu dùng,UPCoM,5200000
832,MTG,CTCP MT Gas,Dịch vụ tiện ích,UPCoM,10450000
833,MTH,CTCP Môi trường Đô thị Hà Đông,Dịch vụ tiện ích,UPCoM,4787910
834,MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,Dịch vụ tiện ích,UPCoM,6000000
835,MTP,CTCP Dược Medipharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,7455406
836,MTS,CTCP Vật tư - TKV,Phân phối và bán lẻ hàng lâu bền,UPCoM,15000000
837,MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Dịch vụ tiện ích,UPCoM,5400000
838,MTX,CTCP Công trình Đô thị Gò Công,Dịch vụ chuyên biệt và thương mại,UPCoM,645000
839,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Năng lượng,HNX,105000000
840,MVC,CTCP Vật liệu và Xây dựng Bình Dương,Nguyên vật liệu,UPCoM,100000000
841,MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Vận tải,UPCoM,6374700
842,MWG,CTCP Đầu tư Thế giới Di động,Phân phối và bán lẻ hàng lâu bền,HOSE,1462244177
843,MZG,CTCP Miza,Nguyên vật liệu,UPCoM,105915068
844,NAB,Ngân hàng TMCP Nam Á,Tổ chức tín dụng,HOSE,1322550553
845,NAC,CTCP Tư vấn Xây dựng Tổng hợp,Dịch vụ chuyên biệt và thương mại,UPCoM,2835000
846,NAF,CTCP Nafoods Group,"Thực phẩm, đồ uống và thuốc lá",HOSE,55620348
847,NAG,CTCP Tập đoàn Nagakawa,Hàng tiêu dùng và trang trí,HNX,34177769
848,NAP,CTCP Cảng Nghệ Tĩnh,Vận tải,HNX,21517200
849,NAS,CTCP Dịch vụ Hàng không Sân bay Nội Bài,Vận tải,UPCoM,8315764
850,NAU,CTCP Môi trường Đô thị Nghệ An,Dịch vụ tiện ích,UPCoM,3669999
851,NAV,CTCP Nam Việt,Hàng tiêu dùng và trang trí,HOSE,8000000
852,NAW,CTCP Cấp nước Nghệ An,Dịch vụ tiện ích,UPCoM,37385983
853,NBB,CTCP Đầu tư Năm Bảy Bảy,Phát triển và quản lý bất động sản,HOSE,100475656
854,NBC,CTCP Than Núi Béo - Vinacomin,Năng lượng,HNX,36999124
855,NBE,CTCP Sách và Thiết bị Giáo dục Miền Bắc,Truyền thông và giải trí,UPCoM,5000000
856,NBP,CTCP Nhiệt điện Ninh Bình,Dịch vụ tiện ích,HNX,12865500
857,NBT,CTCP Cấp thoát nước Bến Tre,Dịch vụ tiện ích,UPCoM,29400000
858,NBW,CTCP Cấp nước Nhà Bè,Dịch vụ tiện ích,HNX,10900000
859,NCG,CTCP Tập đoàn Nova Consumer,"Thực phẩm, đồ uống và thuốc lá",UPCoM,119784325
860,NCS,CTCP Suất ăn Hàng không Nội Bài,Vận tải,UPCoM,17949098
861,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,Vận tải,HOSE,26166940
862,ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,Dịch vụ tiện ích,UPCoM,49993960
863,NDC,CTCP Nam Dược,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,5964000
864,NDF,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,"Thực phẩm, đồ uống và thuốc lá",UPCoM,7853800
865,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,Phát triển và quản lý bất động sản,HNX,71657936
866,NDP,CTCP Dược phẩm 2/9,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,11100000
867,NDT,Tổng Công ty cổ phần Dệt May Nam Định,Hàng tiêu dùng và trang trí,UPCoM,15639976
868,NDW,CTCP Cấp nước Nam Định,Dịch vụ tiện ích,UPCoM,34311748
869,NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,Tư liệu sản xuất,HNX,9987557
870,NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,Dịch vụ tiện ích,UPCoM,40500000
871,NEM,CTCP Thiết bị điện Miền Bắc,Tư liệu sản xuất,UPCoM,8848500
872,NET,CTCP Bột giặt NET,Đồ gia dụng và cá nhân,HNX,22398374
873,NFC,CTCP Phân lân Ninh Bình,Nguyên vật liệu,HNX,15731260
874,NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,"Thực phẩm, đồ uống và thuốc lá",UPCoM,2299854
875,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Tư liệu sản xuất,HOSE,44174520
876,NHC,CTCP Gạch ngói Nhị Hiệp,Nguyên vật liệu,HNX,3041542
877,NHH,CTCP Nhựa Hà Nội,Nguyên vật liệu,HOSE,72880000
878,NHP,CTCP Sản xuất Xuất nhập khẩu NHP,Nguyên vật liệu,UPCoM,27576490
879,NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nguyên vật liệu,HOSE,24028169
880,NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,Dịch vụ chuyên biệt và thương mại,UPCoM,5480112
881,NJC,CTCP May Nam Định,Hàng tiêu dùng và trang trí,UPCoM,4750000
882,NKG,CTCP Thép Nam Kim,Nguyên vật liệu,HOSE,447570881
883,NLG,CTCP Đầu tư Nam Long,Phát triển và quản lý bất động sản,HOSE,385075304
884,NLS,CTCP Cấp thoát nước Lạng Sơn,Dịch vụ tiện ích,UPCoM,5009800
885,NNC,CTCP Đá Núi Nhỏ,Nguyên vật liệu,HOSE,21920000
886,NNT,CTCP Cấp nước Ninh Thuận,Dịch vụ tiện ích,UPCoM,9490841
887,NO1,CTCP Tập đoàn 911,Tư liệu sản xuất,HOSE,24000000
888,NOS,CTCP Vận tải biển và Thương mại Phương Đông,Vận tải,UPCoM,20056000
889,NQB,CTCP Cấp nước Quảng Bình,Dịch vụ tiện ích,UPCoM,17230204
890,NQN,CTCP Nước sạch Quảng Ninh,Dịch vụ tiện ích,UPCoM,50831593
891,NQT,CTCP Nước sạch Quảng Trị,Dịch vụ tiện ích,UPCoM,18233269
892,NRC,CTCP Tập Đoàn Danh Khôi,Phát triển và quản lý bất động sản,HNX,92597762
893,NS2,CTCP Nước sạch Số 2 Hà Nội,Dịch vụ tiện ích,UPCoM,56800000
894,NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,17586988
895,NSG,CTCP Nhựa Sài Gòn,Nguyên vật liệu,UPCoM,8639208
896,NSH,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,Nguyên vật liệu,HNX,20693437
897,NSL,CTCP Cấp nước Sơn La,Dịch vụ tiện ích,UPCoM,10000000
898,NSS,CTCP Nông Súc Sản Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10263942
899,NST,CTCP Ngân Sơn,"Thực phẩm, đồ uống và thuốc lá",HNX,11202003
900,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,Dịch vụ tiện ích,HOSE,287876029
901,NTB,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Tư liệu sản xuất,UPCoM,39779577
902,NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Phát triển và quản lý bất động sản,UPCoM,23999980
903,NTF,CTCP Dược - Vật tư Y tế Nghệ An,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,6000000
904,NTH,CTCP Thủy điện Nước Trong,Dịch vụ tiện ích,HNX,10802053
905,NTL,CTCP Phát triển Đô thị Từ Liêm,Phát triển và quản lý bất động sản,HOSE,121979900
906,NTP,CTCP Nhựa Thiếu niên Tiền Phong,Nguyên vật liệu,HNX,142532284
907,NTT,CTCP Dệt - May Nha Trang,Hàng tiêu dùng và trang trí,UPCoM,23500000
908,NTW,CTCP Cấp nước Nhơn Trạch,Dịch vụ tiện ích,UPCoM,10000000
909,NUE,CTCP Môi trường Đô thị Nha Trang,Dịch vụ tiện ích,UPCoM,6000000
910,NVB,Ngân hàng TMCP Quốc Dân,Tổ chức tín dụng,HNX,1177984751
911,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,Phát triển và quản lý bất động sản,HOSE,1950104538
912,NVP,CTCP Nước sạch Vĩnh Phúc,Dịch vụ tiện ích,UPCoM,10963000
913,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Dịch vụ tiêu dùng,HOSE,90500000
914,NWT,CTCP Vận tải Newway,Vận tải,UPCoM,8500000
915,NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,Nguyên vật liệu,UPCoM,6600000
916,OCB,Ngân hàng TMCP Phương Đông,Tổ chức tín dụng,HOSE,2465789152
917,OCH,CTCP One Capital Hospitality,"Thực phẩm, đồ uống và thuốc lá",HNX,200000000
918,ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,Truyền thông và giải trí,UPCoM,10000000
919,OGC,CTCP Tập đoàn Đại Dương,"Thực phẩm, đồ uống và thuốc lá",HOSE,300000000
920,OIL,Tổng Công ty Dầu Việt Nam - CTCP,Phân phối và bán lẻ hàng lâu bền,UPCoM,201425936
921,ONE,CTCP Công nghệ One,Dịch vụ viễn thông,HNX,7960310
922,ONW,CTCP Dịch vụ Một Thế Giới,Truyền thông và giải trí,UPCoM,2000000
923,OPC,CTCP Dược phẩm OPC,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,64050892
924,ORS,CTCP Chứng khoán Tiên Phong,Dịch vụ tài chính,HOSE,335999743
925,PAC,CTCP Pin Ắc quy Miền Nam,Tư liệu sản xuất,HOSE,46471707
926,PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,Phần mềm và dịch vụ,UPCoM,4235290
927,PAN,CTCP Tập đoàn PAN,"Thực phẩm, đồ uống và thuốc lá",HOSE,216294580
928,PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,Vận tải,UPCoM,232000000
929,PAS,CTCP Quốc tế Phương Anh,Nguyên vật liệu,UPCoM,28049968
930,PAT,CTCP Phốt Pho Apatit Việt Nam,Nguyên vật liệu,UPCoM,25000000
931,PBC,CTCP Dược phẩm Trung Ương 1- Pharbaco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,113299902
932,PBP,CTCP Bao bì Dầu khí Việt Nam,Nguyên vật liệu,HNX,4799516
933,PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,Nguyên vật liệu,UPCoM,17522284
934,PC1,CTCP Tập Đoàn PC1,Tư liệu sản xuất,HOSE,357642121
935,PCC,CTCP Tập đoàn Xây lắp 1 - Petrolimex,Nguyên vật liệu,UPCoM,11500000
936,PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,Nguyên vật liệu,HNX,10000000
937,PCF,CTCP Cà phê PETEC,Phân phối và bán lẻ hàng lâu bền,UPCoM,3000000
938,PCG,CTCP Đầu tư Phát triển Gas Đô thị,Dịch vụ tiện ích,HNX,18870000
939,PCH,CTCP Nhựa Picomat,Nguyên vật liệu,HNX,24199964
940,PCM,CTCP Vật liệu Xây dựng Bưu điện,Nguyên vật liệu,UPCoM,4000000
941,PCT,CTCP Vận tải biển Global Pacific,Vận tải,HNX,50035493
942,PDB,CTCP Tập đoàn Đầu tư Din Capital,Nguyên vật liệu,HNX,8909981
943,PDC,CTCP Du lịch Dầu khí Phương Đông,Dịch vụ tiêu dùng,UPCoM,15000000
944,PDN,CTCP Cảng Đồng Nai,Vận tải,HOSE,37043908
945,PDR,CTCP Phát triển Bất động sản Phát Đạt,Phát triển và quản lý bất động sản,HOSE,873140083
946,PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Vận tải,UPCoM,66095966
947,PEC,CTCP Cơ khí Điện lực,Nguyên vật liệu,UPCoM,3115409
948,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Phân phối và bán lẻ hàng lâu bền,UPCoM,231898919
949,PEN,CTCP Xây lắp III Petrolimex,Tư liệu sản xuất,HNX,5000000
950,PEQ,CTCP Thiết bị Xăng dầu Petrolimex,Phân phối và bán lẻ hàng lâu bền,UPCoM,4965514
951,PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,Phân phối và bán lẻ hàng lâu bền,HOSE,107334831
952,PFL,CTCP Dầu khí Đông Đô,Tư liệu sản xuất,UPCoM,50000000
953,PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,Tổ chức tín dụng,UPCoM,420000000
954,PGC,Tổng Công ty Gas Petrolimex - CTCP,Dịch vụ tiện ích,HOSE,60342638
955,PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,Dịch vụ tiện ích,HOSE,98998266
956,PGI,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Bảo hiểm,HOSE,110896796
957,PGN,CTCP Phụ Gia Nhựa,Nguyên vật liệu,HNX,9464859
958,PGS,CTCP Kinh doanh Khí Miền Nam,Dịch vụ tiện ích,HNX,50000000
959,PGT,CTCP PGT Holdings,Dịch vụ chuyên biệt và thương mại,HNX,9241801
960,PGV,Tổng Công ty Phát điện 3 - CTCP,Dịch vụ tiện ích,HOSE,1123468046
961,PHC,CTCP Xây dựng Phục Hưng Holdings,Tư liệu sản xuất,HOSE,50602094
962,PHH,CTCP Hồng Hà Việt Nam,Phát triển và quản lý bất động sản,UPCoM,20000000
963,PHN,CTCP Pin Hà Nội,Tư liệu sản xuất,HNX,7253911
964,PHP,CTCP Cảng Hải Phòng,Vận tải,UPCoM,326960000
965,PHR,CTCP Cao su Phước Hòa,Nguyên vật liệu,HOSE,135499198
966,PHS,CTCP Chứng khoán Phú Hưng,Dịch vụ tài chính,UPCoM,200009819
967,PIA,CTCP Tin học Viễn thông Petrolimex,Phần mềm và dịch vụ,HNX,3900000
968,PIC,CTCP Đầu tư Điện lực 3,Dịch vụ tiện ích,HNX,33339891
969,PID,CTCP Trang Trí Nội Thất Dầu khí,Dịch vụ chuyên biệt và thương mại,UPCoM,4000000
970,PIS,Tổng Công ty Pisico Bình Định - CTCP,Nguyên vật liệu,UPCoM,27500000
971,PIT,CTCP Xuất nhập khẩu Petrolimex,Bán lẻ thực phẩm và nhu yếu phẩm,HOSE,15199345
972,PIV,CTCP PIV,Phân phối và bán lẻ hàng lâu bền,UPCoM,17324942
973,PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,Phân phối và bán lẻ hàng lâu bền,HNX,7326928
974,PJS,CTCP Cấp nước Phú Hòa Tân,Dịch vụ tiện ích,UPCoM,9000000
975,PJT,CTCP Vận tải Xăng dầu đường Thủy Petrolimex,Năng lượng,HOSE,24882785
976,PLA,CTCP Đầu tư và Dịch vụ Hạ tầng Xăng dầu,Phát triển và quản lý bất động sản,UPCoM,10000000
977,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,Nguyên vật liệu,HNX,80798839
978,PLE,CTCP Tư vấn Xây dựng Petrolimex,Dịch vụ chuyên biệt và thương mại,UPCoM,1215000
979,PLO,CTCP Kho Vận Petec,Phân phối và bán lẻ hàng lâu bền,UPCoM,7192550
980,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,HOSE,70000000
981,PLX,Tập đoàn Xăng Dầu Việt Nam,Phân phối và bán lẻ hàng lâu bền,HOSE,1293878081
982,PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,Nguyên vật liệu,HNX,12000000
983,PMC,CTCP Dược phẩm Dược liệu Pharmedic,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,9332573
984,PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,Dịch vụ tiện ích,HOSE,46336278
985,PMJ,CTCP Vật tư Bưu Điện,Phân phối và bán lẻ hàng lâu bền,UPCoM,1800000
986,PMP,CTCP Bao bì đạm Phú Mỹ,Nguyên vật liệu,HNX,4200000
987,PMS,CTCP Cơ khí Xăng dầu,Phân phối và bán lẻ hàng lâu bền,HNX,7227662
988,PMT,CTCP Viễn thông TELVINA Việt Nam,Dịch vụ viễn thông,UPCoM,5000000
989,PMW,CTCP Cấp nước Phú Mỹ,Dịch vụ tiện ích,UPCoM,49999832
990,PNC,CTCP Văn hóa Phương Nam,Phân phối và bán lẻ hàng lâu bền,HOSE,11040241
991,PND,CTCP Xăng dầu Dầu khí Nam Định,Phân phối và bán lẻ hàng lâu bền,UPCoM,6666666
992,PNG,CTCP Thương mại Phú Nhuận,Dịch vụ tiêu dùng,UPCoM,9000000
993,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,Phân phối và bán lẻ hàng lâu bền,HOSE,338074776
994,PNP,CTCP Tân Cảng - Phú Hữu,Vận tải,UPCoM,16100000
995,PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận,Phát triển và quản lý bất động sản,UPCoM,9282802
996,POB,CTCP Xăng dầu Dầu khí Thái Bình,Phân phối và bán lẻ hàng lâu bền,UPCoM,10900000
997,POM,CTCP Thép Pomina,Nguyên vật liệu,UPCoM,279676336
998,POS,"CTCP Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí Biển PTSC",Năng lượng,UPCoM,40000000
999,POT,CTCP Thiết bị Bưu điện,Công nghệ phần cứng và thiết bị,HNX,19430006
1000,POV,CTCP Xăng dầu Dầu khí Vũng Áng,Phân phối và bán lẻ hàng lâu bền,UPCoM,12499612
1001,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Dịch vụ tiện ích,HOSE,2341871600
1002,PPC,CTCP Nhiệt điện Phả Lại,Dịch vụ tiện ích,HOSE,326235000
1003,PPE,CTCP Tư vấn đầu tư PP Enterprise,Dịch vụ chuyên biệt và thương mại,HNX,2000000
1004,PPH,Tổng Công ty cổ phần Phong Phú,Hàng tiêu dùng và trang trí,UPCoM,74670891
1005,PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Phát triển và quản lý bất động sản,UPCoM,48290629
1006,PPP,CTCP Dược phẩm Phong Phú,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,8799991
1007,PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Tư liệu sản xuất,HNX,15000000
1008,PPT,CTCP Petro Times,Phân phối và bán lẻ hàng lâu bền,HNX,18189988
1009,PPY,CTCP Xăng dầu Dầu khí Phú Yên,Phân phối và bán lẻ hàng lâu bền,HNX,9343974
1010,PQN,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,Tư liệu sản xuất,UPCoM,30000000
1011,PRC,CTCP Logistics Portserco,Vận tải,HNX,1200000
1012,PRE,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Bảo hiểm,HNX,104400000
1013,PRO,CTCP Procimex Việt Nam,"Thực phẩm, đồ uống và thuốc lá",UPCoM,3000000
1014,PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Nguyên vật liệu,UPCoM,300000000
1015,PSB,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Năng lượng,UPCoM,50000000
1016,PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HNX,7200000
1017,PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối và bán lẻ hàng lâu bền,HNX,51827894
1018,PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,Nguyên vật liệu,HNX,12500000
